436	3	30
1965	24	1378
207	3	38
1114	3	115
463	3	157
511	0	58
700	15	951
24	5	4
985	3	28
356	2	346
1081	2	749
277	22	1111
1910	2	976
1590	15	806
40	5	492
929	3	249
22	15	323
1538	16	121
2163	43	2216
70	2	346
114	3	182
1061	5	1255
491	3	661
1213	3	341
906	5	234
1584	14	1591
547	19	1174
617	8	173
1014	5	68
1843	3	93
1826	3	80
445	11	1730
1642	16	121
878	6	184
758	2	350
1157	2	5
1611	3	280
137	5	447
943	2	346
1532	2	159
71	5	476
610	19	571
1889	3	280
1989	14	1656
372	2	667
24	6	737
183	5	789
1304	3	549
1704	16	383
931	2	352
606	2	164
359	2	543
1109	16	229
1304	0	58
1608	3	129
541	16	383
1323	14	240
1844	13	231
772	10	1125
1554	21	465
125	5	72
1952	3	104
225	3	190
306	3	76
984	2	247
1878	15	109
420	5	1014
1814	0	58
1961	0	58
1550	3	249
41	3	65
582	3	28
1825	14	329
967	3	830
360	5	214
1383	3	115
151	5	377
1042	2	1697
122	5	345
196	3	157
669	9	323
1025	7	1944
811	3	1353
8	2	850
835	14	282
1543	12	996
1052	21	1877
517	5	125
106	3	104
772	3	865
1334	35	1525
1529	10	52
801	20	1935
347	3	65
888	2	335
1595	23	889
16	3	65
1465	3	471
226	2	350
1374	15	441
1674	0	58
167	27	184
24	5	122
0	19	571
288	5	151
646	3	536
844	16	121
112	3	471
119	14	468
503	6	430
1495	3	15
4	5	125
136	5	308
261	2	543
639	3	249
349	9	1209
548	0	7
764	14	240
332	2	543
1687	15	591
1991	3	182
421	2	178
443	9	901
200	5	1169
817	11	385
888	5	141
1229	3	111
64	3	632
54	5	288
878	2	543
192	5	153
1374	3	115
535	3	166
943	2	186
1039	3	115
1122	8	173
1236	14	1391
1880	3	104
1533	8	153
529	3	249
994	3	42
139	5	126
35	7	36
1100	19	801
304	3	245
212	2	1556
864	0	1
79	3	19
1629	3	437
24	5	578
2131	44	2146
1498	19	1993
1026	3	28
152	5	271
1511	2	537
1239	14	282
154	5	213
87	3	865
1576	3	111
1902	3	374
904	2	609
677	3	129
1396	14	1839
654	0	58
156	3	15
1197	12	311
1546	3	133
1934	3	182
339	3	405
1853	3	949
454	14	107
126	2	346
1701	3	85
289	5	137
1206	2	667
1402	8	40
173	5	255
1435	3	437
1410	3	38
652	2	543
130	3	471
1929	16	121
1616	2	1004
347	0	58
126	5	140
1232	16	690
461	5	941
2012	3	1874
945	13	80
1401	5	24
1780	21	465
414	5	40
739	3	115
1285	3	129
1181	15	897
783	3	19
1878	3	85
207	3	182
126	5	652
510	0	58
730	3	1275
366	2	671
61	2	667
264	25	732
921	3	1646
51	3	97
1014	2	1633
1657	3	258
1346	3	471
808	3	686
441	20	40
372	27	607
431	3	111
71	2	5
1039	3	249
1967	3	245
191	5	54
1873	12	526
480	2	647
239	7	36
599	2	642
54	2	358
265	3	216
357	2	1521
243	3	314
1329	14	161
94	2	123
398	2	850
765	14	1839
154	2	335
429	5	497
860	3	65
1056	16	488
1135	12	716
898	2	260
1635	14	210
1714	9	444
978	2	504
1458	16	412
137	5	388
151	5	202
2079	43	2046
516	3	111
527	3	245
1304	3	258
1590	3	80
470	15	528
1433	3	1646
771	3	115
1774	3	245
394	5	168
579	2	1419
1651	16	412
1033	22	1349
316	5	578
81	3	341
1452	3	846
124	2	576
1211	2	5
997	15	1203
1138	3	549
399	5	213
473	23	300
1287	2	159
79	11	1157
2177	44	2159
174	5	388
823	16	891
931	2	749
351	2	256
653	3	28
1232	3	405
318	16	488
144	5	136
1156	3	1355
812	3	865
220	5	399
203	0	58
49	16	690
739	3	549
1492	9	381
1489	0	1
1506	3	157
1960	2	573
139	5	211
1571	8	635
893	12	277
1720	3	50
1260	5	40
119	0	7
24	5	1347
1644	2	164
523	20	562
266	2	1192
1694	3	50
214	5	851
40	5	1143
648	16	488
348	5	585
1484	0	58
1514	22	1349
120	3	111
1930	3	93
313	3	46
325	3	111
89	2	1556
287	5	174
40	2	667
747	3	1440
501	14	687
477	3	46
200	2	317
1971	3	249
545	9	52
243	15	897
1525	14	770
729	14	525
2003	4	1242
1980	8	635
1869	8	200
1852	16	412
442	2	178
513	12	277
538	3	115
876	2	194
1657	3	536
266	2	186
1102	0	1
312	3	85
982	5	266
454	8	54
1430	21	924
831	16	488
1594	21	1318
275	3	471
414	5	1253
585	5	394
1729	3	93
112	16	121
1868	4	438
992	5	494
945	16	121
376	2	5
103	2	1004
1948	3	249
1851	36	901
269	3	13
1840	2	1841
246	5	70
148	2	296
922	3	258
995	3	410
1592	3	405
187	5	174
729	8	40
695	3	362
1703	15	897
303	2	1682
2000	8	1935
933	8	200
1461	2	186
892	5	579
1255	2	44
1816	3	111
1930	3	115
596	14	432
1897	17	1
500	8	40
1893	3	115
827	2	721
174	5	54
1515	2	135
1140	3	111
384	1	3
215	2	976
1962	8	40
1991	3	341
90	2	644
308	5	177
755	3	549
226	14	210
1884	3	245
1712	3	65
1444	16	412
1789	3	686
1568	31	469
1548	3	405
1247	2	667
742	3	115
351	2	504
1239	3	2002
1178	2	222
1046	12	1057
289	5	24
1469	8	40
351	2	178
74	3	245
40	5	187
1015	8	174
600	5	174
1078	2	194
1492	12	614
1152	3	93
1840	23	40
1759	11	305
1684	3	76
2224	44	2188
1980	0	58
796	3	797
212	2	629
370	3	362
1485	11	1796
420	2	5
524	3	190
811	12	961
394	5	316
1449	5	71
316	5	542
583	2	194
725	3	249
472	19	385
594	3	249
40	5	54
1832	3	115
486	5	288
1716	2	537
1402	16	121
1366	8	442
1807	15	441
1413	6	1510
1147	0	58
1769	16	383
477	3	865
399	5	8
1739	2	1289
461	5	316
1845	3	65
1566	3	115
1588	3	405
1259	2	135
295	0	147
1741	13	1593
24	5	185
1758	19	832
463	3	249
452	3	38
483	3	15
1018	5	126
896	3	1027
175	5	125
384	11	385
1461	17	1450
542	5	359
323	31	1411
225	3	78
24	5	143
1663	14	662
728	3	826
91	3	65
718	3	1330
1081	2	1369
928	3	797
370	11	371
359	5	72
795	4	17
1374	14	282
579	5	152
735	3	65
1511	2	194
61	2	330
2020	13	231
340	3	182
212	2	1010
1783	3	471
893	3	252
1304	8	125
1442	3	76
776	11	371
1708	8	40
177	5	151
1729	21	499
1536	3	549
540	3	38
1899	3	88
1093	12	1136
60	2	335
1496	3	245
1288	2	260
122	2	256
200	2	256
1723	10	655
637	3	63
545	8	174
1477	14	432
510	15	559
377	5	70
1005	16	383
2026	3	1646
2191	44	2160
1109	3	115
503	2	667
2029	0	1
1255	5	359
1638	2	178
548	8	992
743	3	865
68	5	24
1601	3	953
1671	0	1
2036	43	2174
425	13	1034
1467	7	1944
126	5	442
875	10	52
1408	23	1367
307	2	178
17	3	78
167	5	308
966	16	412
2213	44	2202
320	8	1935
125	5	388
2090	43	2146
125	5	220
594	14	432
1480	3	115
1059	3	1579
739	3	1353
1247	5	137
1295	3	953
1235	3	182
202	5	303
698	2	194
1211	2	553
542	2	644
92	3	471
1550	8	40
1328	0	58
126	5	560
173	5	288
137	5	789
1594	3	34
579	2	1120
1473	16	488
517	5	148
1629	0	58
624	3	362
68	5	497
54	2	1010
127	5	177
685	19	300
200	2	176
1817	0	1
192	2	335
1462	3	115
825	3	15
1166	8	40
742	14	1089
47	3	76
151	5	255
1061	2	504
711	10	446
592	12	1830
747	16	121
24	5	421
955	3	76
709	13	403
406	17	147
992	5	429
615	8	40
782	3	15
185	5	356
1406	8	137
738	3	78
1212	3	588
1714	3	76
1989	3	405
972	16	121
1543	3	129
1137	3	341
1681	2	453
1169	2	44
1226	0	1337
267	0	7
634	3	42
326	5	89
1046	3	1882
217	27	1215
1284	23	305
377	5	40
1879	3	797
960	7	814
2086	43	2142
348	2	504
1687	16	488
524	3	249
292	11	300
1083	3	19
1886	3	1713
716	8	153
214	5	177
404	3	15
1625	0	1
375	8	40
1840	3	216
2079	43	2185
1334	3	855
725	16	488
1343	3	365
1574	2	5
1541	5	71
1908	0	58
909	8	151
388	5	40
1878	16	121
673	13	231
1651	0	147
367	3	437
1320	3	826
854	8	40
339	14	282
1247	5	24
1783	8	394
1306	3	182
998	3	686
148	5	359
570	5	127
1037	2	260
460	2	44
955	2	642
1168	3	502
1448	16	121
1761	3	111
1126	16	412
149	2	178
386	3	111
1842	28	954
253	8	40
1108	3	169
2079	43	2230
731	1	1129
498	16	412
1090	3	65
1949	39	558
1955	8	153
308	5	185
1135	13	403
69	2	543
1459	8	40
1703	16	1813
899	3	268
1208	9	1209
6	1	3
1063	14	329
325	3	15
181	11	1367
1253	2	44
1253	2	256
217	2	352
1503	8	635
1090	8	200
1365	3	28
197	5	234
1368	5	174
1308	5	197
409	3	245
2005	2	164
554	7	36
1107	14	662
1609	3	111
1808	14	240
821	2	576
1889	3	258
1698	3	252
1479	14	459
943	5	212
1086	3	883
51	0	1
271	2	667
1842	8	579
337	3	15
1448	15	901
81	8	40
328	3	115
1865	19	305
2005	15	368
1311	15	441
778	3	258
126	5	261
413	16	1286
711	2	609
819	3	341
839	0	58
1222	14	981
167	2	644
244	16	121
496	5	214
1820	0	58
615	3	405
2086	43	2193
1066	8	992
24	5	1101
1003	9	642
141	5	1377
700	3	30
1152	3	15
585	2	44
1940	3	65
284	12	843
68	5	151
1122	8	1676
812	11	1796
191	5	1252
487	3	115
361	3	1353
786	3	50
139	2	667
745	8	234
1853	3	111
479	3	30
134	8	584
1767	3	115
680	0	58
2125	42	2127
1434	14	1301
1748	16	121
1324	3	50
1105	9	1209
1830	3	865
378	2	44
601	3	129
1139	0	895
235	3	50
1109	8	40
197	5	255
1031	3	1589
1847	3	111
698	26	1951
497	5	151
207	2	164
1562	0	131
191	5	1040
198	3	314
1757	8	40
262	5	185
181	3	818
1086	3	245
1454	3	280
605	33	1133
1197	8	635
1578	23	371
870	3	28
1865	8	40
224	5	137
359	2	178
910	23	385
429	5	126
1061	6	430
708	2	335
999	14	1416
586	2	44
1566	3	38
271	5	246
1150	15	274
228	3	2002
1734	3	42
1343	3	1440
1323	3	249
717	2	354
8	6	32
836	33	546
1625	0	534
456	5	496
931	2	5
419	16	121
1599	10	1228
1901	8	200
1183	3	1070
162	2	178
326	2	543
1409	5	68
1220	2	260
1166	3	38
585	5	126
1262	8	167
207	12	1896
931	5	40
266	6	737
1759	3	15
969	3	133
745	25	515
185	5	579
485	0	1
126	5	578
804	2	1238
657	8	956
1463	8	584
1988	2	164
152	5	652
827	2	872
33	3	34
1932	3	42
1082	14	282
1563	3	15
497	5	70
71	5	200
707	3	111
1604	3	405
1549	3	19
45	2	135
707	16	121
1665	23	305
324	16	488
1719	3	744
423	3	1713
234	5	420
1101	2	178
332	2	176
8	5	127
1733	3	865
150	15	319
141	2	346
765	3	19
928	3	249
1927	3	536
590	10	48
378	5	53
2012	1	434
1110	1	954
2025	3	19
1980	3	216
1844	16	488
359	5	234
1387	3	169
1735	3	190
2009	3	42
2005	8	40
1931	15	1145
61	2	1682
89	5	43
288	5	600
49	3	365
217	5	234
2017	15	816
481	3	1589
1412	3	76
1764	21	499
628	5	24
1685	2	164
1853	3	115
2014	3	19
165	2	164
429	2	644
1329	16	121
566	8	992
1333	3	190
1248	0	58
399	2	222
2079	43	2214
1282	13	1187
568	9	2010
1826	3	797
1456	23	371
938	3	21
1206	2	543
945	3	38
1295	2	537
1110	14	1035
420	5	4
451	1	679
917	8	40
153	2	1238
586	2	222
1929	11	1133
1622	3	15
143	5	148
1308	5	125
69	2	296
49	3	50
1969	14	282
1143	27	607
1452	3	949
583	3	661
1517	10	539
812	12	646
1862	0	58
1429	14	282
944	3	536
931	2	296
1441	25	732
1769	3	19
1085	3	249
100	3	169
708	5	174
1371	31	40
1727	3	50
1915	16	121
214	5	187
561	19	242
449	3	258
1818	16	121
670	3	1646
366	9	1209
1300	7	36
838	9	1428
1929	14	282
1663	8	153
140	5	125
1901	1	434
1806	3	111
1598	23	305
1069	10	482
68	5	266
41	7	1944
1520	16	121
507	21	508
727	0	1
70	5	570
37	8	1202
320	2	872
1803	12	1754
292	2	260
2019	10	1858
1742	8	992
103	22	465
87	26	1009
1276	2	123
212	5	303
1829	3	502
1026	3	93
1193	14	206
8	2	1419
150	16	1249
152	5	125
413	8	151
144	5	173
1307	3	111
1454	3	1275
298	2	146
271	5	200
1144	14	1839
1986	3	826
1490	3	744
2032	19	385
1476	3	405
1180	0	58
713	3	245
639	21	640
1802	8	234
316	5	579
1267	3	280
467	3	115
449	9	1258
197	5	262
354	20	992
968	3	21
53	2	1682
193	0	58
243	14	210
972	14	1750
522	12	772
1191	16	412
293	3	19
986	3	405
1865	0	1
606	21	465
1195	3	157
1246	14	981
1105	3	627
1966	7	36
945	3	245
390	12	391
399	5	177
476	2	330
750	3	182
925	3	818
234	5	70
947	3	824
1427	23	801
257	23	371
733	14	459
136	5	399
53	5	125
288	5	1101
266	2	5
481	0	147
968	3	63
1322	3	362
817	3	65
1571	3	76
221	2	186
454	11	832
1979	3	341
137	5	43
804	2	335
691	11	1796
134	2	350
220	2	1697
173	5	212
185	5	127
1617	0	58
2024	0	58
277	19	571
153	2	178
1152	3	111
1098	8	173
1954	10	444
621	0	1
1717	3	405
292	2	159
1431	2	644
570	5	348
464	14	282
474	8	174
1011	16	412
1987	3	1330
215	2	642
783	16	121
1161	3	15
197	5	54
1313	3	1309
235	3	249
138	3	111
585	5	213
524	8	40
332	5	212
1868	10	539
302	5	89
789	2	1238
1132	3	13
702	16	1163
53	2	123
106	8	125
551	3	169
881	2	609
555	3	883
1740	1	679
356	2	256
148	5	496
234	5	266
1700	14	525
933	3	111
71	5	992
214	5	398
174	5	137
656	3	216
1719	2	260
125	5	941
153	5	255
1185	3	38
526	14	107
1206	5	126
370	21	465
1131	8	992
1576	3	19
1255	5	197
234	2	667
1454	13	1034
461	2	44
1333	3	15
476	5	1368
983	3	50
399	2	247
90	5	359
1196	14	1815
1015	2	609
851	27	1572
1580	15	591
1378	3	392
1103	7	36
54	17	1702
1513	3	50
288	5	40
361	3	182
796	11	1133
1910	3	953
304	3	365
264	8	174
758	2	1923
1541	2	256
1513	12	1376
1358	2	256
257	2	647
82	3	362
1357	0	58
1535	28	2028
1291	3	85
1216	16	121
1792	2	350
1563	12	1315
1470	8	31
527	3	157
351	5	176
1956	3	249
1493	2	247
399	5	200
1481	21	450
1166	3	169
1786	10	1858
992	5	250
1792	2	164
8	5	234
302	5	399
1871	8	40
1040	17	147
1601	19	801
1814	3	588
1282	3	216
1449	5	144
987	8	174
1308	6	1510
731	18	189
1522	13	231
1409	5	40
399	5	378
1110	12	1733
416	3	65
485	8	153
681	26	1009
1584	19	801
1731	3	182
2108	43	2060
1423	3	85
277	3	362
1773	3	111
472	2	872
1429	14	1301
1763	3	28
167	5	212
1870	12	852
1799	9	655
153	5	271
527	3	78
1975	3	76
77	13	231
217	5	126
192	2	667
1334	3	93
448	2	754
1343	11	571
831	3	280
223	3	797
600	5	89
1894	3	19
212	5	1101
1941	11	371
173	2	256
1128	19	305
778	21	1318
1665	3	249
677	3	182
1016	3	437
1293	3	11
558	3	471
1762	7	814
2007	2	1923
198	3	182
1311	3	28
1431	27	1613
1376	1	434
569	8	1676
191	2	296
24	5	757
1117	16	121
624	3	661
775	3	344
24	5	53
1044	16	488
638	2	159
738	16	121
1384	2	573
1831	16	121
1870	3	76
708	17	23
1808	24	1569
1970	3	80
415	3	115
1524	2	346
290	12	1322
2133	44	2229
1397	9	1662
563	8	40
342	8	40
681	3	65
971	3	169
1599	2	905
320	0	7
1675	9	655
1075	6	184
1482	3	28
266	5	442
1651	3	341
1361	4	45
1358	2	335
1421	3	686
517	5	1449
1807	15	1203
1952	2	135
207	21	465
1483	0	58
796	8	40
2090	43	2182
524	23	305
1807	3	115
127	5	1308
1153	8	271
1524	2	543
1744	16	121
631	8	992
1792	3	88
299	11	557
562	17	1
517	2	1419
70	5	399
1511	3	627
181	3	93
1672	3	104
1338	2	194
160	15	368
937	21	465
1255	5	234
1488	15	441
839	3	374
401	3	30
151	5	326
125	5	1064
174	5	61
151	5	943
1384	2	333
1507	14	161
748	9	204
24	5	308
474	13	565
1098	8	40
884	22	465
1458	15	462
1274	3	65
339	8	151
1375	3	536
1136	3	30
1175	2	749
1240	3	157
1727	3	93
1361	2	976
1109	11	1174
1308	2	407
2024	3	15
1237	0	7
320	3	21
153	2	1120
1608	8	200
332	5	394
1731	3	65
680	7	310
2030	3	182
1865	14	981
475	5	89
173	5	142
1465	0	1073
1151	3	280
1005	8	992
1381	28	2028
572	5	174
496	5	1064
225	0	147
1866	2	194
1263	20	126
579	5	72
292	2	754
769	3	840
885	3	953
237	14	1643
1255	5	40
413	0	7
1722	8	151
1260	5	127
919	3	182
1061	5	126
1454	13	403
1449	2	644
1139	0	58
684	2	5
185	5	4
1982	10	1858
1543	0	58
151	5	234
738	7	36
548	23	801
1953	3	15
1552	3	249
1629	14	1815
212	2	749
1502	3	365
1107	14	282
1802	9	1209
747	15	528
1088	14	1089
1735	3	30
779	0	147
1939	3	76
756	3	245
1041	3	182
1772	11	571
1368	5	137
316	2	5
676	3	30
1315	14	432
221	2	296
359	5	399
173	5	144
16	14	803
943	6	737
70	2	222
136	2	44
1849	3	19
394	5	399
1863	8	151
284	3	549
1610	3	166
1545	3	78
1444	15	559
774	3	249
1361	2	350
197	5	420
375	15	1203
772	3	549
1002	19	371
138	19	305
1757	3	111
1661	16	229
1870	0	58
1694	11	1630
288	5	503
144	5	1449
1844	3	245
1728	12	1888
366	3	76
266	5	125
1143	17	23
1483	3	111
277	3	549
264	3	169
1422	3	28
1898	9	988
1947	3	405
404	15	490
1855	8	40
197	5	53
1423	3	28
1685	8	584
185	2	247
1463	3	661
976	31	557
1206	6	430
1921	11	270
527	8	40
1000	9	655
1205	19	300
271	5	220
328	14	240
1872	14	1034
1323	14	206
2036	43	2212
890	2	354
646	3	588
404	3	169
1825	23	305
597	31	300
1752	8	40
620	15	897
1224	1	552
570	5	139
856	2	453
489	3	50
1381	15	1371
1388	14	981
1150	8	40
1109	15	1650
767	3	216
1523	3	632
1972	0	58
288	5	878
1799	0	58
641	2	642
982	2	123
427	3	280
1298	21	640
1598	14	329
861	16	891
266	2	123
62	3	65
1103	2	453
844	15	1356
885	3	97
1857	12	82
192	5	24
94	2	247
775	3	846
1250	3	683
1848	13	231
1647	1	975
669	3	818
302	5	288
1094	2	721
442	2	543
554	3	50
83	3	865
712	19	546
1008	15	441
232	3	846
1899	3	1641
708	27	607
1088	3	19
2122	43	2146
307	2	1385
1987	3	85
1283	3	50
1624	21	1877
750	1	975
986	16	1249
1888	19	1030
1138	3	15
1811	15	531
1936	28	954
2025	3	93
125	2	44
1002	3	50
1306	12	370
809	3	1589
470	14	432
427	8	153
1594	3	65
308	5	757
1946	3	182
501	14	282
962	3	471
214	5	174
1738	2	135
702	14	1643
1905	3	280
1155	0	147
1081	2	256
271	2	330
992	5	1574
476	5	40
1956	3	129
263	5	24
1832	8	40
440	8	40
1144	3	405
987	7	1326
665	3	362
1698	12	1880
684	2	9
491	3	1746
1645	12	1319
1445	3	28
14	3	15
788	6	430
1012	3	38
108	3	249
497	5	990
271	5	234
768	2	164
530	14	236
1407	3	190
579	2	123
1481	3	280
1037	2	135
1551	0	23
200	5	1541
1961	14	282
375	16	918
452	11	56
255	5	72
54	5	24
140	2	178
355	9	335
1943	3	28
241	0	131
745	0	7
173	2	317
957	8	40
745	3	21
213	5	200
1188	2	194
315	2	850
1780	3	65
152	2	256
1728	21	499
1056	23	469
370	23	371
54	2	667
347	3	15
501	11	371
8	5	71
49	3	115
2000	9	655
1101	5	211
1064	5	359
1170	9	291
1834	3	38
1741	2	135
2180	44	2154
513	3	65
1791	16	121
1340	3	19
1649	14	1089
1755	3	38
356	5	442
1449	6	737
1277	14	1745
972	25	732
1595	9	335
513	2	453
804	2	1120
995	3	19
547	16	488
153	5	185
1985	3	245
782	16	121
1394	3	115
429	5	151
214	5	1541
829	13	662
181	3	19
1437	10	396
1753	3	38
491	13	231
145	3	826
1359	0	534
148	5	139
1398	3	50
1720	11	371
1276	2	5
376	2	504
183	6	184
822	3	30
1063	14	1194
835	3	15
1554	3	746
118	14	1115
1408	3	216
24	5	1308
477	3	93
214	5	167
87	3	536
421	2	667
757	5	585
442	5	142
234	5	224
585	5	127
2033	8	261
442	5	54
151	5	461
2004	3	19
1394	3	111
1421	3	258
921	15	1145
1266	15	836
1784	19	1993
1544	3	536
200	5	250
725	3	245
146	13	147
530	8	153
481	23	125
1484	16	383
316	5	982
1149	16	121
2	19	1796
35	3	365
1412	3	65
1561	0	58
414	5	24
1245	2	164
810	3	374
55	3	50
882	3	111
1550	3	111
1298	3	15
1527	3	111
919	3	129
548	3	38
1336	3	157
53	5	151
125	2	1565
1108	3	182
1029	16	121
1828	8	420
1667	3	258
1461	5	250
1902	3	19
962	3	78
1402	15	368
1064	2	346
697	5	570
819	3	280
1022	25	1051
1583	3	280
1868	2	872
1553	23	889
997	15	1145
992	5	168
1297	2	159
1381	3	157
246	2	201
1293	19	385
560	5	70
747	3	661
561	21	640
1374	16	412
266	5	127
612	16	1163
1345	2	1289
1616	9	52
719	0	58
262	5	153
27	16	121
255	5	497
496	5	68
202	2	1521
1157	5	1449
1754	3	216
663	0	58
2137	44	2226
669	3	50
435	2	247
1319	22	1349
1270	14	525
1213	21	465
1618	3	157
212	2	335
128	3	129
81	3	38
1340	21	465
303	2	335
1574	5	492
837	8	153
1032	3	1405
214	2	1697
1888	3	76
1449	5	24
859	3	129
1912	3	1725
767	3	133
1784	2	194
815	15	951
1014	5	151
1704	3	471
781	3	405
136	2	1120
1768	3	374
69	6	430
1086	23	305
343	9	655
297	3	157
200	5	359
152	2	1053
747	3	471
643	8	153
230	3	249
1528	3	111
809	11	546
439	8	1974
1946	8	1974
168	2	346
1064	5	308
579	5	892
1530	14	161
269	3	19
1281	3	65
1118	14	107
863	3	341
2032	3	1405
1097	25	1051
1050	16	1286
678	21	924
174	2	296
134	0	58
1233	8	153
449	12	188
283	3	182
596	16	412
1362	3	169
155	14	509
228	16	1163
2101	43	2142
1788	3	374
1561	8	153
852	12	1341
248	14	206
448	0	1
1220	3	1355
148	5	517
51	9	1228
1594	3	129
745	8	1935
876	8	664
820	1	679
615	15	1145
24	5	1409
423	2	350
1731	8	853
40	5	1413
399	5	289
1515	3	268
649	2	164
484	3	797
580	3	268
141	2	317
288	5	1276
1345	2	194
297	3	115
759	3	249
376	5	212
1891	2	354
1302	3	15
1928	16	690
669	3	111
1549	3	34
234	5	197
677	8	151
708	5	185
213	5	943
70	5	578
1546	3	953
266	6	430
1392	12	1033
349	2	976
517	5	399
353	8	635
1312	3	88
2009	3	471
1310	3	746
140	5	71
2195	44	2145
306	21	465
53	5	24
1818	3	115
185	2	296
1374	24	530
861	3	28
62	3	63
651	8	40
1210	15	901
1398	15	109
40	5	460
1347	2	887
125	5	359
725	3	405
